Architecture    Offer         Publisher    Sku                    Urn                                                           Version
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.201902070              16.04.201902070
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.201902120              16.04.201902120
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.201903130              16.04.201903130
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.201903200              16.04.201903200
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.201904060              16.04.201904060
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.201904240              16.04.201904240
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.201905140              16.04.201905140
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.201905210              16.04.201905210
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.201905303              16.04.201905303
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.201906050              16.04.201906050
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.201906170              16.04.201906170
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.201906252              16.04.201906252
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.201906280              16.04.201906280
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.201907080              16.04.201907080
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.201907241              16.04.201907241
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.201907290              16.04.201907290
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.201908140              16.04.201908140
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.201908220              16.04.201908220
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.201909030              16.04.201909030
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.201909091              16.04.201909091
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.201909110              16.04.201909110
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.201909180              16.04.201909180
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.201910110              16.04.201910110
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.201910310              16.04.201910310
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.201911130              16.04.201911130
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.201912110              16.04.201912110
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.201912170              16.04.201912170
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.202001070              16.04.202001070
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.202001290              16.04.202001290
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.202002040              16.04.202002040
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.202002120              16.04.202002120
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.202002181              16.04.202002181
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.202003170              16.04.202003170
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.202004010              16.04.202004010
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.202004070              16.04.202004070
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.202004290              16.04.202004290
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.202005290              16.04.202005290
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.202006100              16.04.202006100
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.202007080              16.04.202007080
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.202007161              16.04.202007161
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.202007290              16.04.202007290
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.202008070              16.04.202008070
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.202009040              16.04.202009040
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.202009080              16.04.202009080
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.202009220              16.04.202009220
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.202010140              16.04.202010140
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.202011120              16.04.202011120
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.202012010              16.04.202012010
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.202012030              16.04.202012030
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.202012100              16.04.202012100
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.202101120              16.04.202101120
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.202101190              16.04.202101190
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.202102020              16.04.202102020
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.202102260              16.04.202102260
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.202103160              16.04.202103160
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.202103291              16.04.202103291
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.202104140              16.04.202104140
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.202104160              16.04.202104160
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.202104290              16.04.202104290
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.202106110              16.04.202106110
x64             UbuntuServer  Canonical    16.04-LTS              Canonical:UbuntuServer:16.04-LTS:16.04.202109280              16.04.202109280
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.201608150            16.04.201608150
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.201608250            16.04.201608250
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.201608300            16.04.201608300
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.201609071            16.04.201609071
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.201609210            16.04.201609210
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.201609220            16.04.201609220
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.201610110            16.04.201610110
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.201610130            16.04.201610130
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.201610200            16.04.201610200
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.201611150            16.04.201611150
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.201802220            16.04.201802220
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.201805220            16.04.201805220
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.201808140            16.04.201808140
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.201901221            16.04.201901221
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.201902120            16.04.201902120
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.201903130            16.04.201903130
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.201905140            16.04.201905140
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.201905210            16.04.201905210
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.201906170            16.04.201906170
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.201906252            16.04.201906252
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.201906280            16.04.201906280
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.201908220            16.04.201908220
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.201909030            16.04.201909030
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.201909110            16.04.201909110
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.201909180            16.04.201909180
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.201910110            16.04.201910110
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.201910310            16.04.201910310
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.201911130            16.04.201911130
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.201912110            16.04.201912110
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.201912170            16.04.201912170
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.202001070            16.04.202001070
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.202001290            16.04.202001290
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.202002040            16.04.202002040
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.202002120            16.04.202002120
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.202002181            16.04.202002181
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.202003170            16.04.202003170
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.202004010            16.04.202004010
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.202004070            16.04.202004070
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.202004290            16.04.202004290
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.202005290            16.04.202005290
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.202006100            16.04.202006100
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.202007080            16.04.202007080
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.202007161            16.04.202007161
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.202007290            16.04.202007290
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.202008070            16.04.202008070
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.202009040            16.04.202009040
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.202009080            16.04.202009080
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.202009220            16.04.202009220
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.202010140            16.04.202010140
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.202011120            16.04.202011120
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.202012010            16.04.202012010
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.202012030            16.04.202012030
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.202012100            16.04.202012100
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.202101120            16.04.202101120
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.202101190            16.04.202101190
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.202102020            16.04.202102020
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.202102260            16.04.202102260
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.202103160            16.04.202103160
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.202103291            16.04.202103291
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.202104140            16.04.202104140
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.202104160            16.04.202104160
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.202104290            16.04.202104290
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.202106110            16.04.202106110
x64             UbuntuServer  Canonical    16.04.0-LTS            Canonical:UbuntuServer:16.04.0-LTS:16.04.202109280            16.04.202109280
x64             UbuntuServer  Canonical    16_04-daily-lts-gen2   Canonical:UbuntuServer:16_04-daily-lts-gen2:16.04.202106230   16.04.202106230
x64             UbuntuServer  Canonical    16_04-daily-lts-gen2   Canonical:UbuntuServer:16_04-daily-lts-gen2:16.04.202108040   16.04.202108040
x64             UbuntuServer  Canonical    16_04-daily-lts-gen2   Canonical:UbuntuServer:16_04-daily-lts-gen2:16.04.202109280   16.04.202109280
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.201908220         16.04.201908220
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.201909030         16.04.201909030
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.201909110         16.04.201909110
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.201909180         16.04.201909180
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.201910110         16.04.201910110
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.201910310         16.04.201910310
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.201911130         16.04.201911130
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.201912110         16.04.201912110
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.201912170         16.04.201912170
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.202001070         16.04.202001070
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.202001290         16.04.202001290
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.202002040         16.04.202002040
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.202002120         16.04.202002120
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.202002181         16.04.202002181
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.202003170         16.04.202003170
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.202004010         16.04.202004010
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.202004070         16.04.202004070
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.202004290         16.04.202004290
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.202005290         16.04.202005290
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.202006100         16.04.202006100
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.202007080         16.04.202007080
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.202007161         16.04.202007161
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.202007290         16.04.202007290
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.202008070         16.04.202008070
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.202009040         16.04.202009040
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.202009080         16.04.202009080
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.202009220         16.04.202009220
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.202010140         16.04.202010140
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.202011120         16.04.202011120
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.202012010         16.04.202012010
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.202012030         16.04.202012030
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.202012100         16.04.202012100
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.202101120         16.04.202101120
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.202101190         16.04.202101190
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.202102020         16.04.202102020
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.202102260         16.04.202102260
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.202103160         16.04.202103160
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.202103291         16.04.202103291
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.202104140         16.04.202104140
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.202104160         16.04.202104160
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.202104290         16.04.202104290
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.202106110         16.04.202106110
x64             UbuntuServer  Canonical    16_04-lts-gen2         Canonical:UbuntuServer:16_04-lts-gen2:16.04.202109280         16.04.202109280
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.201908220       16.04.201908220
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.201909030       16.04.201909030
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.201909110       16.04.201909110
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.201909180       16.04.201909180
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.201910110       16.04.201910110
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.201910310       16.04.201910310
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.201911130       16.04.201911130
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.201912110       16.04.201912110
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.201912170       16.04.201912170
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.202001070       16.04.202001070
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.202001290       16.04.202001290
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.202002040       16.04.202002040
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.202002120       16.04.202002120
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.202002181       16.04.202002181
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.202003170       16.04.202003170
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.202004010       16.04.202004010
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.202004070       16.04.202004070
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.202004290       16.04.202004290
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.202005290       16.04.202005290
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.202006100       16.04.202006100
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.202007080       16.04.202007080
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.202007161       16.04.202007161
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.202007290       16.04.202007290
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.202008070       16.04.202008070
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.202009040       16.04.202009040
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.202009080       16.04.202009080
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.202009220       16.04.202009220
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.202010140       16.04.202010140
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.202011120       16.04.202011120
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.202012010       16.04.202012010
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.202012030       16.04.202012030
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.202012100       16.04.202012100
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.202101120       16.04.202101120
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.202101190       16.04.202101190
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.202102020       16.04.202102020
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.202102260       16.04.202102260
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.202103160       16.04.202103160
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.202103291       16.04.202103291
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.202104140       16.04.202104140
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.202104160       16.04.202104160
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.202104290       16.04.202104290
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.202106110       16.04.202106110
