Architecture    Offer         Publisher    Sku                    Urn                                                           Version
x64             UbuntuServer  Canonical    16_04_0-lts-gen2       Canonical:UbuntuServer:16_04_0-lts-gen2:16.04.202109280       16.04.202109280
x64             UbuntuServer  Canonical    18.04-DAILY-LTS        Canonical:UbuntuServer:18.04-DAILY-LTS:18.04.201907221        18.04.201907221
x64             UbuntuServer  Canonical    18.04-DAILY-LTS        Canonical:UbuntuServer:18.04-DAILY-LTS:18.04.201907241        18.04.201907241
x64             UbuntuServer  Canonical    18.04-DAILY-LTS        Canonical:UbuntuServer:18.04-DAILY-LTS:18.04.201907260        18.04.201907260
x64             UbuntuServer  Canonical    18.04-DAILY-LTS        Canonical:UbuntuServer:18.04-DAILY-LTS:18.04.201907310        18.04.201907310
x64             UbuntuServer  Canonical    18.04-DAILY-LTS        Canonical:UbuntuServer:18.04-DAILY-LTS:18.04.201908011        18.04.201908011
x64             UbuntuServer  Canonical    18.04-DAILY-LTS        Canonical:UbuntuServer:18.04-DAILY-LTS:18.04.201908070        18.04.201908070
x64             UbuntuServer  Canonical    18.04-DAILY-LTS        Canonical:UbuntuServer:18.04-DAILY-LTS:18.04.201908131        18.04.201908131
x64             UbuntuServer  Canonical    18.04-DAILY-LTS        Canonical:UbuntuServer:18.04-DAILY-LTS:18.04.201908140        18.04.201908140
x64             UbuntuServer  Canonical    18.04-DAILY-LTS        Canonical:UbuntuServer:18.04-DAILY-LTS:18.04.201909030        18.04.201909030
x64             UbuntuServer  Canonical    18.04-DAILY-LTS        Canonical:UbuntuServer:18.04-DAILY-LTS:18.04.201909140        18.04.201909140
x64             UbuntuServer  Canonical    18.04-DAILY-LTS        Canonical:UbuntuServer:18.04-DAILY-LTS:18.04.202206090        18.04.202206090
x64             UbuntuServer  Canonical    18.04-DAILY-LTS        Canonical:UbuntuServer:18.04-DAILY-LTS:18.04.202206150        18.04.202206150
x64             UbuntuServer  Canonical    18.04-DAILY-LTS        Canonical:UbuntuServer:18.04-DAILY-LTS:18.04.202206230        18.04.202206230
x64             UbuntuServer  Canonical    18.04-DAILY-LTS        Canonical:UbuntuServer:18.04-DAILY-LTS:18.04.202207050        18.04.202207050
x64             UbuntuServer  Canonical    18.04-DAILY-LTS        Canonical:UbuntuServer:18.04-DAILY-LTS:18.04.202207080        18.04.202207080
x64             UbuntuServer  Canonical    18.04-DAILY-LTS        Canonical:UbuntuServer:18.04-DAILY-LTS:18.04.202207120        18.04.202207120
x64             UbuntuServer  Canonical    18.04-DAILY-LTS        Canonical:UbuntuServer:18.04-DAILY-LTS:18.04.202207130        18.04.202207130
x64             UbuntuServer  Canonical    18.04-DAILY-LTS        Canonical:UbuntuServer:18.04-DAILY-LTS:18.04.202207260        18.04.202207260
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201804262              18.04.201804262
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201805170              18.04.201805170
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201805220              18.04.201805220
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201806130              18.04.201806130
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201806170              18.04.201806170
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201807240              18.04.201807240
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201808060              18.04.201808060
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201808080              18.04.201808080
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201808140              18.04.201808140
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201808310              18.04.201808310
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201809110              18.04.201809110
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201810030              18.04.201810030
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201810240              18.04.201810240
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201810290              18.04.201810290
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201811010              18.04.201811010
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201812031              18.04.201812031
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201812040              18.04.201812040
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201812060              18.04.201812060
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201901140              18.04.201901140
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201901220              18.04.201901220
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201901300              18.04.201901300
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201901310              18.04.201901310
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201902060              18.04.201902060
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201902121              18.04.201902121
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201902190              18.04.201902190
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201903060              18.04.201903060
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201903121              18.04.201903121
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201903200              18.04.201903200
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201904020              18.04.201904020
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201904170              18.04.201904170
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201905140              18.04.201905140
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201905290              18.04.201905290
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201906040              18.04.201906040
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201906170              18.04.201906170
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201906271              18.04.201906271
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201907080              18.04.201907080
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201907221              18.04.201907221
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201908131              18.04.201908131
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201908220              18.04.201908220
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201909020              18.04.201909020
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201909030              18.04.201909030
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201909120              18.04.201909120
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201909180              18.04.201909180
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201910030              18.04.201910030
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201910070              18.04.201910070
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201910080              18.04.201910080
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201910210              18.04.201910210
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201911130              18.04.201911130
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201912050              18.04.201912050
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.201912180              18.04.201912180
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202001210              18.04.202001210
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202001291              18.04.202001291
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202002040              18.04.202002040
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202002080              18.04.202002080
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202002180              18.04.202002180
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202003170              18.04.202003170
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202003250              18.04.202003250
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202004080              18.04.202004080
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202004290              18.04.202004290
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202005220              18.04.202005220
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202006101              18.04.202006101
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202007081              18.04.202007081
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202007160              18.04.202007160
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202007290              18.04.202007290
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202008120              18.04.202008120
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202008180              18.04.202008180
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202009010              18.04.202009010
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202009080              18.04.202009080
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202009220              18.04.202009220
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202010140              18.04.202010140
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202011120              18.04.202011120
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202011230              18.04.202011230
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202012010              18.04.202012010
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202012111              18.04.202012111
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202101060              18.04.202101060
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202101081              18.04.202101081
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202101120              18.04.202101120
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202101191              18.04.202101191
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202101290              18.04.202101290
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202102240              18.04.202102240
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202103151              18.04.202103151
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202103250              18.04.202103250
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202104150              18.04.202104150
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202105010              18.04.202105010
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202105080              18.04.202105080
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202105120              18.04.202105120
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202106040              18.04.202106040
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202106220              18.04.202106220
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202107200              18.04.202107200
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202108170              18.04.202108170
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202108250              18.04.202108250
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202109180              18.04.202109180
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202109280              18.04.202109280
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202110120              18.04.202110120
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202110250              18.04.202110250
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202111080              18.04.202111080
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202111220              18.04.202111220
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202111230              18.04.202111230
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202111250              18.04.202111250
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202111290              18.04.202111290
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202111300              18.04.202111300
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202112020              18.04.202112020
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202201060              18.04.202201060
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202201180              18.04.202201180
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202202020              18.04.202202020
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202202130              18.04.202202130
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202203020              18.04.202203020
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202203080              18.04.202203080
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202203250              18.04.202203250
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202204010              18.04.202204010
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202204190              18.04.202204190
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202205060              18.04.202205060
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202205100              18.04.202205100
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202205270              18.04.202205270
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202206090              18.04.202206090
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202206150              18.04.202206150
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202206230              18.04.202206230
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202207050              18.04.202207050
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202207080              18.04.202207080
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202207120              18.04.202207120
x64             UbuntuServer  Canonical    18.04-LTS              Canonical:UbuntuServer:18.04-LTS:18.04.202208100              18.04.202208100
Arm64           UbuntuServer  Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202206150  18.04.202206150
Arm64           UbuntuServer  Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202206230  18.04.202206230
Arm64           UbuntuServer  Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202207050  18.04.202207050
Arm64           UbuntuServer  Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202207120  18.04.202207120
Arm64           UbuntuServer  Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202207130  18.04.202207130
Arm64           UbuntuServer  Canonical    18_04-daily-lts-arm64  Canonical:UbuntuServer:18_04-daily-lts-arm64:18.04.202207260  18.04.202207260
x64             UbuntuServer  Canonical    18_04-daily-lts-gen2   Canonical:UbuntuServer:18_04-daily-lts-gen2:18.04.202206090   18.04.202206090
x64             UbuntuServer  Canonical    18_04-daily-lts-gen2   Canonical:UbuntuServer:18_04-daily-lts-gen2:18.04.202206150   18.04.202206150
x64             UbuntuServer  Canonical    18_04-daily-lts-gen2   Canonical:UbuntuServer:18_04-daily-lts-gen2:18.04.202206230   18.04.202206230
x64             UbuntuServer  Canonical    18_04-daily-lts-gen2   Canonical:UbuntuServer:18_04-daily-lts-gen2:18.04.202207050   18.04.202207050
x64             UbuntuServer  Canonical    18_04-daily-lts-gen2   Canonical:UbuntuServer:18_04-daily-lts-gen2:18.04.202207080   18.04.202207080
x64             UbuntuServer  Canonical    18_04-daily-lts-gen2   Canonical:UbuntuServer:18_04-daily-lts-gen2:18.04.202207120   18.04.202207120
x64             UbuntuServer  Canonical    18_04-daily-lts-gen2   Canonical:UbuntuServer:18_04-daily-lts-gen2:18.04.202207130   18.04.202207130
x64             UbuntuServer  Canonical    18_04-daily-lts-gen2   Canonical:UbuntuServer:18_04-daily-lts-gen2:18.04.202207260   18.04.202207260
Arm64           UbuntuServer  Canonical    18_04-lts-arm64        Canonical:UbuntuServer:18_04-lts-arm64:18.04.202206150        18.04.202206150
Arm64           UbuntuServer  Canonical    18_04-lts-arm64        Canonical:UbuntuServer:18_04-lts-arm64:18.04.202206230        18.04.202206230
Arm64           UbuntuServer  Canonical    18_04-lts-arm64        Canonical:UbuntuServer:18_04-lts-arm64:18.04.202207050        18.04.202207050
Arm64           UbuntuServer  Canonical    18_04-lts-arm64        Canonical:UbuntuServer:18_04-lts-arm64:18.04.202207080        18.04.202207080
Arm64           UbuntuServer  Canonical    18_04-lts-arm64        Canonical:UbuntuServer:18_04-lts-arm64:18.04.202207120        18.04.202207120
Arm64           UbuntuServer  Canonical    18_04-lts-arm64        Canonical:UbuntuServer:18_04-lts-arm64:18.04.202208100        18.04.202208100
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.201908220         18.04.201908220
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.201909020         18.04.201909020
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.201909120         18.04.201909120
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.201909180         18.04.201909180
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.201910030         18.04.201910030
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.201910070         18.04.201910070
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.201910080         18.04.201910080
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.201910210         18.04.201910210
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.201911130         18.04.201911130
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.201912050         18.04.201912050
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.201912180         18.04.201912180
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202001210         18.04.202001210
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202001291         18.04.202001291
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202002040         18.04.202002040
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202002080         18.04.202002080
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202002180         18.04.202002180
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202003170         18.04.202003170
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202003250         18.04.202003250
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202004080         18.04.202004080
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202004290         18.04.202004290
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202005220         18.04.202005220
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202006101         18.04.202006101
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202007081         18.04.202007081
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202007160         18.04.202007160
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202007290         18.04.202007290
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202008120         18.04.202008120
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202008180         18.04.202008180
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202009010         18.04.202009010
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202009080         18.04.202009080
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202009220         18.04.202009220
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202010140         18.04.202010140
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202011120         18.04.202011120
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202011230         18.04.202011230
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202012010         18.04.202012010
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202012111         18.04.202012111
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202101060         18.04.202101060
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202101081         18.04.202101081
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202101120         18.04.202101120
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202101191         18.04.202101191
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202101290         18.04.202101290
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202102240         18.04.202102240
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202103151         18.04.202103151
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202103250         18.04.202103250
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202104150         18.04.202104150
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202105010         18.04.202105010
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202105080         18.04.202105080
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202105120         18.04.202105120
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202106040         18.04.202106040
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202106220         18.04.202106220
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202107200         18.04.202107200
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202108170         18.04.202108170
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202108250         18.04.202108250
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202109180         18.04.202109180
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202109280         18.04.202109280
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202110120         18.04.202110120
x64             UbuntuServer  Canonical    18_04-lts-gen2         Canonical:UbuntuServer:18_04-lts-gen2:18.04.202110250         18.04.202110250
